customer_id,name,age,email,city,state,account_type
CUST-EC894868,Debbie Fields,30,jon97@example.net,Emilychester,NC,SAVINGS
CUST-FEE40DDC,David Perry,74,santosdana@example.com,South Sarah,KS,CHECKING
CUST-09F3A09E,Lisa Howard,32,samantha57@example.org,Port Gregory,ND,SAVINGS
CUST-A9BD54FB,Jennifer Cortez,65,uwalsh@example.com,Watkinston,MH,SAVINGS
CUST-E03F9D1F,Michael Blake,72,lesliebell@example.net,North Kevin,RI,CHECKING
CUST-F8208C75,Scott Watts,76,shermanpatty@example.net,North Sarahland,WV,CHECKING
CUST-B43F8E46,Jeffrey Mullins,27,vcross@example.net,Lake David,GU,SAVINGS
CUST-7FF41E4B,Maria Rubio,58,loriharrison@example.net,Woodwardside,LA,CHECKING
CUST-3C516463,Gabriella Ferguson,18,alyssaday@example.com,Lake Olivia,OH,SAVINGS
CUST-235F49DE,Joshua Ellis,45,jenkinslarry@example.com,West Dustinchester,OR,CHECKING
CUST-57EE0CB3,Alison Henderson,62,kevin94@example.com,South Stephanie,SC,SAVINGS
CUST-541B273C,Robert Porter,30,kperez@example.com,Lindseyberg,DE,CREDIT
CUST-54DB4AC4,Cheryl Mitchell,66,calebpeterson@example.com,Charlesside,SD,SAVINGS
CUST-BBADADB7,Alejandro Edwards,26,julie64@example.com,West Melissa,DE,CHECKING
CUST-3179A0E8,Marie Briggs,29,icole@example.net,North Robert,SC,SAVINGS
CUST-BAC92AF7,Monique Baker,64,jonathon25@example.org,Lake Richard,GU,CHECKING
CUST-B5DEF8F7,Brooke Mills,54,ibaker@example.org,Marshallborough,MI,CREDIT
CUST-80E6B78A,Robert Dorsey,22,hmason@example.org,Baxtershire,PA,CREDIT
CUST-D2842D4F,Sierra Mathis,78,sandra58@example.com,Haynesstad,IA,CREDIT
CUST-02848F08,Matthew Murphy,75,kellifisher@example.net,West Anna,WY,CHECKING
CUST-8054952A,Scott White,63,wolfecathy@example.com,West Royport,OK,SAVINGS
CUST-43B52C8D,Jeffrey Mack,62,rebecca78@example.org,South Jenniferland,NY,CREDIT
CUST-0285B357,Barbara Torres,49,benjaminallen@example.com,New Nicole,MA,CHECKING
CUST-98D4B2A3,Tyler Elliott,37,banksbrittany@example.org,Port Brianmouth,IL,CHECKING
CUST-2E922106,Diana Parker,45,castanedajoshua@example.com,Booneton,IN,SAVINGS
CUST-856AD07F,Ruth Swanson,76,johnyoung@example.com,Parkerview,NE,CREDIT
CUST-1C0C0D1A,Paul Ross,77,hendersonanthony@example.org,South Tommy,PR,CHECKING
CUST-ECFA8016,Lauren Hartman,78,bryancruz@example.net,Martinchester,MO,CREDIT
CUST-85F68160,Jennifer Martin,52,priceronald@example.com,Bentleyhaven,GU,CREDIT
CUST-93B37F5B,Crystal Baker,24,williamhunter@example.org,Cortezberg,SC,SAVINGS
CUST-EDC14697,Jennifer Le,42,darrell63@example.org,Erinbury,MH,CREDIT
CUST-D25A37E5,Melanie Castillo,41,dsnyder@example.net,Elizabethside,HI,CHECKING
CUST-60F8EB9C,Wendy Garcia,43,megan61@example.net,West Tiffanyside,MS,CREDIT
CUST-2F4D8BF3,Brandon Franklin,38,xcastro@example.net,New Larryshire,MP,CREDIT
CUST-2DC442CF,Emily Kim,51,timothy07@example.org,Martinezstad,AL,CREDIT
CUST-79FD1FCC,Nicole Shepherd,18,bblack@example.org,New Kristenmouth,MT,CREDIT
CUST-6AD5EE37,Daniel Barron,75,dylanjones@example.org,Michaelberg,NE,CHECKING
CUST-796EF6FC,Alison Reyes,46,ariel08@example.com,Rubiostad,AK,SAVINGS
CUST-F3DFF354,Daniel Fitzpatrick,78,jennifer17@example.net,Andrewstad,MP,CREDIT
CUST-7FB6B822,Brenda Solomon,78,clittle@example.org,Carolhaven,VI,CHECKING
CUST-434CEB20,Mark Garza,68,shannon50@example.net,East Rachaelton,UT,CHECKING
CUST-FF70A2D5,Cody Berry,71,bradleykiara@example.com,Hartburgh,ME,CHECKING
CUST-A1A51398,Timothy Fry,63,kristyanderson@example.com,East Madison,FM,CREDIT
CUST-9D1AC0A2,Sarah Robinson,65,susandouglas@example.net,South Jameshaven,AS,CHECKING
CUST-204B30BD,Miss Jessica Perry,36,timothykelley@example.com,New Alanmouth,AL,CHECKING
CUST-E4F5D360,Mr. Michael Ford,66,eoliver@example.net,Lisaland,MD,SAVINGS
CUST-B8655846,Stephanie Lawrence,62,ashley00@example.com,Mikeside,CO,SAVINGS
CUST-CA178DE1,Tim Rivera,49,joseph15@example.net,Quinnberg,MO,CHECKING
CUST-64B1552E,Nathan Burns,56,qcross@example.net,North Aprilshire,IL,CHECKING
CUST-EB0E5957,Kevin Freeman,32,carlygarcia@example.org,Frankchester,AK,CREDIT
CUST-23354392,Mary Schwartz,27,bethany05@example.org,Jacksonport,ID,SAVINGS
CUST-A4D5D455,Brian Powell,72,mercercynthia@example.net,Larryburgh,MP,CHECKING
CUST-FEEBE7AB,Joshua Barry,33,mrodriguez@example.net,Markhaven,MA,CHECKING
CUST-2B00B6EA,Caleb West,26,youngjeffrey@example.com,East Amy,WA,CREDIT
CUST-58A01252,Charles Garcia,27,floreseric@example.com,Port Tara,NC,CHECKING
CUST-978D4393,Karen Stevens,46,robert39@example.org,East Robertstad,NJ,SAVINGS
CUST-0B1235F2,Wanda Perry,64,teresa99@example.net,Lake Kelsey,UT,CREDIT
CUST-615568F8,Jonathan Ibarra Jr.,54,fbridges@example.net,Kennethport,MS,SAVINGS
CUST-208535FA,Paula Thomas,66,jason45@example.com,Ashleybury,IL,CHECKING
CUST-FF651905,Kenneth Duran,70,bauercrystal@example.org,Munozstad,IA,SAVINGS
CUST-506F8AD1,Scott Simmons,69,darrellbrown@example.com,North Ann,DE,SAVINGS
CUST-A3B70CCD,Keith Potter,42,christopher33@example.org,Carolmouth,WI,CREDIT
CUST-21743F8A,Timothy Franco PhD,31,nicholas50@example.org,Bishopmouth,MD,SAVINGS
CUST-C0C870CC,Roger Jones DVM,30,jason33@example.org,West Glenn,MT,CHECKING
CUST-1F602FDE,Natasha Cooke,22,jasonparks@example.net,Tarashire,CA,CHECKING
CUST-176D1854,Vanessa Chaney,64,eddiereynolds@example.org,Mcleanfurt,MI,SAVINGS
CUST-5265A839,Anthony Clark,70,evan75@example.com,Port Christine,MN,CREDIT
CUST-39462051,Rachel Stone,65,laurenbarnes@example.org,Morrisonstad,ID,CHECKING
CUST-385FEFCE,Emily Randall,61,perryjesse@example.com,West Frankbury,WI,CREDIT
CUST-7DF1DEFC,Tanya Wise,22,bradley55@example.com,Nicholashaven,KY,CREDIT
CUST-DE6F19FA,Lisa Smith,44,kelly98@example.org,Jonathanside,SD,SAVINGS
CUST-BB696762,Matthew Rangel,53,stacyhubbard@example.net,South Adrian,MO,SAVINGS
CUST-4AEF4625,Jade Nguyen,45,millskristin@example.net,East Christymouth,MN,CHECKING
CUST-0010451C,Cheyenne Patton,66,gutierrezrichard@example.org,East Robert,VT,CHECKING
CUST-BA68E85A,Andre Dougherty,76,amanda77@example.net,Steeleberg,OR,CHECKING
CUST-6A16C96E,Derek Johnson,77,james78@example.com,West Nathanielland,VT,CREDIT
CUST-2E8ACFC9,Mike Thompson,77,rodriguezmichael@example.net,Nortonland,TX,SAVINGS
CUST-14A49252,Jessica Ayala,39,lperez@example.org,West Alison,IN,SAVINGS
CUST-555DACDC,Katherine Bowers,38,nguyenjennifer@example.net,Ronaldstad,PR,CREDIT
CUST-F4BEC821,Holly Gross,20,vdavis@example.org,Samanthachester,MT,SAVINGS
CUST-AEC6A2AC,Michael Haney,23,estesmatthew@example.net,Beckershire,IA,CHECKING
CUST-1FA45054,Danielle Hanna,68,qmeyer@example.com,Morrisonbury,AL,CHECKING
CUST-A461D3D0,Sarah Villegas,21,timothyvillanueva@example.com,Bennettmouth,KY,CREDIT
CUST-230EC27E,Samantha Newman,23,bbaird@example.net,Lake Jessicaport,CT,CHECKING
CUST-BA20FF24,Ernest Berry,72,lewisjack@example.org,Nelsonchester,MP,CREDIT
CUST-BD2FA456,Tiffany Brooks,47,tiffany54@example.net,New Susanburgh,NV,SAVINGS
CUST-8F83E9F5,Jared Payne,48,michaelrodriguez@example.org,Scottview,IL,SAVINGS
CUST-685AE6F2,Aaron Brown,36,leemary@example.com,West Timothyport,CA,CHECKING
CUST-C6482EFE,Danielle Ray,55,amy16@example.net,Lake Patriciachester,MS,SAVINGS
CUST-9304EA81,Linda Blankenship,19,christian83@example.org,Rhondamouth,ME,CREDIT
CUST-4F1EDBB5,Jacob Diaz,75,fcoleman@example.org,Carolshire,NH,CREDIT
CUST-C323118C,Hannah Malone,49,jaclynlevine@example.org,New Michael,AK,CHECKING
CUST-4FD17B6A,Katherine Pollard,77,broberts@example.org,Kennethville,PW,CREDIT
CUST-AB92F24D,Dominique Gregory,77,sramos@example.org,Jillmouth,AS,SAVINGS
CUST-F7B9FE41,Aaron Smith,34,logan86@example.net,Lisachester,WI,CHECKING
CUST-AE97DA32,Regina Rogers,45,upearson@example.org,Eugenefurt,OK,CHECKING
CUST-97AE3098,Joseph Hubbard,39,rachelgreer@example.com,Kerrstad,AL,CHECKING
CUST-8CCECC2D,Todd Russell,45,rachael37@example.net,South Colleen,KS,CHECKING
CUST-5E9A68F3,Katherine Hernandez,24,xvelasquez@example.com,Dunnhaven,WI,CHECKING
CUST-7282BA28,Terri Harris,59,robinwilliams@example.com,East Elizabethburgh,MT,SAVINGS
CUST-8FA4BF43,Mrs. Melissa Thomas,45,melendezscott@example.com,New Lisatown,TN,CHECKING
CUST-1BEB4A82,Daniel Johns,20,hterrell@example.org,West Christopher,VA,SAVINGS
CUST-FD368A63,Colton Thornton,67,vrodriguez@example.com,Port Sarafurt,MA,CREDIT
CUST-04F285A0,William Stevens,54,usteele@example.com,Callahanberg,FM,CREDIT
CUST-153946B7,Bradley Warren,79,deborah48@example.net,Alejandromouth,RI,CHECKING
CUST-0C91A1FD,Eric Aguilar,46,zsoto@example.org,West Lisaton,PA,CREDIT
CUST-CBF39B56,Danielle Robinson,27,osbornlarry@example.com,Henryland,NV,CREDIT
CUST-12DBCE76,Joe Ware,79,lori53@example.com,Schaeferberg,AK,CHECKING
CUST-6A50633D,Lauren Roberts,53,eric79@example.net,New Amandaport,PR,CHECKING
CUST-D358477F,John Johns,57,wanganthony@example.org,Danielberg,RI,SAVINGS
CUST-E597E462,Zachary Vega,36,regina68@example.org,Smithfort,NM,SAVINGS
CUST-23BC0459,Dr. Kristine Harris,71,cgentry@example.com,West Kevin,IN,CREDIT
CUST-8FD936F9,Jason Wheeler DDS,31,darrell53@example.net,Alvinchester,ND,CHECKING
CUST-2FF3507E,Erica Dyer,45,daniellittle@example.net,Lake Meganfurt,OR,CREDIT
CUST-740C3CA4,Helen Bennett,23,phelpspatricia@example.com,Hunterhaven,TX,SAVINGS
CUST-25309594,Kim George,21,sarahrodriguez@example.org,New Eugenestad,CA,CREDIT
CUST-56C858F7,Rodney Sanders,38,richardsrebecca@example.org,Bentleychester,ND,SAVINGS
CUST-DBB692D9,Latoya Jones,75,morganrobert@example.com,Moraleschester,NC,SAVINGS
CUST-36B380C2,Michael Palmer,32,tamaracox@example.net,Dillonfort,GU,CREDIT
CUST-9C9EDA6C,Dr. Kelly Hart,31,flemingwilliam@example.net,Meyersberg,AL,SAVINGS
CUST-661D263F,Stephen Phillips,73,ronaldduncan@example.com,Hernandezmouth,NV,CREDIT
CUST-D1238D00,Sarah Flores,31,uwilliams@example.net,New Hollybury,MS,CREDIT
CUST-4F6AC860,Jessica Khan,18,rhumphrey@example.com,New Davidburgh,AR,CREDIT
CUST-B3BF60AE,Andres Rowe,78,goodwinmaria@example.net,Carmenshire,WY,CHECKING
CUST-B45DC21E,Carlos Davis,32,jmcdonald@example.net,North Richardmouth,CT,SAVINGS
CUST-4272B7F9,Suzanne Dyer,23,kyle52@example.net,New Steven,DE,CREDIT
CUST-29711715,Kathleen Reid,18,griffinmichael@example.org,South Melissaview,MI,SAVINGS
CUST-BA8BFEE0,Matthew Hunter,31,owenssusan@example.org,Mccarthyland,DC,CREDIT
CUST-34DA4984,Dr. Kayla Fritz DDS,54,james32@example.net,Ricardoborough,MI,CHECKING
CUST-94CCC349,Selena Walker,37,robert59@example.org,Port Stevenside,LA,CHECKING
CUST-2EFF6153,William Burke,48,gloriastein@example.net,Christophermouth,OR,CREDIT
CUST-28A71B9C,Michelle Watkins,80,kmoody@example.org,East Troy,ME,SAVINGS
CUST-30F1BC12,Allen Myers,63,mknox@example.org,Beckbury,ND,CREDIT
CUST-421889C7,Tara Williamson,59,lsmith@example.net,Port Deborahtown,OK,CREDIT
CUST-74C677AE,Christine Shah,65,phillip81@example.org,East Christineside,RI,CREDIT
CUST-CC559466,Karen White,22,cummingsjeffery@example.org,Heatherland,NC,SAVINGS
CUST-5A84B546,Paul Martinez PhD,25,estradajohn@example.net,Reginafurt,NH,CHECKING
CUST-92198013,Ryan Johnson,72,jamie15@example.net,East Toddtown,TX,CREDIT
CUST-1063C45C,Dalton Howard,58,floydchristina@example.com,Caitlinshire,FL,SAVINGS
CUST-4748D603,Danielle Wilson,65,martinezmatthew@example.com,North Rickside,KS,SAVINGS
CUST-82FAF2E4,Rachel Preston,38,franciscristina@example.com,Tiffanychester,IA,SAVINGS
CUST-AD107646,Gregory Noble,37,diazdanielle@example.net,Danielfort,AK,SAVINGS
CUST-66FADDA0,Andrea Russell,21,julia49@example.org,Johnberg,GU,SAVINGS
CUST-DB128F93,Jeffery Whitaker,65,meganholden@example.com,Port Cathyville,NH,CHECKING
CUST-911B8DEC,Wendy Horn,66,tmcpherson@example.net,Juarezland,MN,CHECKING
CUST-EBFE1587,Courtney York,33,smithwilliam@example.net,Port Alejandroview,AR,CREDIT
CUST-69389A07,Danielle Wall,48,hayesteresa@example.net,Mcculloughbury,AZ,CHECKING
CUST-7CEBC69D,Heather Harmon,50,christopher31@example.org,Stevebury,VA,CREDIT
CUST-E7F9659F,Larry Winters,24,david86@example.org,Port Jamiechester,DE,CHECKING
CUST-CEF13ABD,April Williams,39,frankgross@example.com,Kimberlystad,WA,CREDIT
CUST-06748EEF,John Camacho,38,millernancy@example.net,Port Paul,RI,CHECKING
CUST-6B215CC7,Kristen Welch,37,henryamanda@example.org,Flemingtown,KY,CHECKING
CUST-E9C961C8,Hannah Chen,70,harrisonjeremy@example.org,South Ashleyside,HI,CHECKING
CUST-D691E18F,Robert Hanson,71,zholmes@example.com,Reyesstad,FM,SAVINGS
CUST-21226EF7,Scott James,43,colinmoreno@example.net,Margaretfort,IN,SAVINGS
CUST-462FA48D,Christine Edwards,80,stewartkayla@example.org,Erikstad,HI,CHECKING
CUST-42EAE3FB,Ian Nguyen,67,jameswilliams@example.net,Mckayberg,NY,CHECKING
CUST-7D272D4B,Dawn Joseph,34,erodriguez@example.com,Deleonland,VA,SAVINGS
CUST-0AADEA31,Dr. David Mcintosh,37,kylehuffman@example.org,Kimberlyhaven,KY,CREDIT
CUST-37085187,Tim White,67,laurenmendez@example.com,Larahaven,AK,SAVINGS
CUST-C9FE8898,Steven Lawrence,57,rebecca21@example.com,Chandlerborough,MD,CREDIT
CUST-395D9A6A,Nicole Boyd,28,anthonypatel@example.org,Kennethton,AZ,SAVINGS
CUST-C4DAE84E,Douglas Martin,33,ychen@example.org,Jonesview,FL,CHECKING
CUST-79716A8B,Lisa Horton,67,hernandezthomas@example.org,Amberland,VI,CHECKING
CUST-224F80B8,Dr. Amber Pollard,77,timothy54@example.com,Johnsonshire,NJ,CREDIT
CUST-09238E45,Andrew Sweeney,33,christine20@example.org,New Colin,ME,CREDIT
CUST-95516A65,Brandon Long,59,progers@example.org,South Nicholasville,DE,CHECKING
CUST-03F18D44,Susan Harding,36,shannonjames@example.net,Thompsonland,PW,CHECKING
CUST-764FFEBA,Brandi Dyer,30,feliciapeterson@example.com,West Austinland,ME,CREDIT
CUST-0C3CA72A,Brandi Jordan,80,betty74@example.net,East Amyberg,CT,CREDIT
CUST-04434621,Daniel Powell,72,jessicaatkins@example.com,Patriciachester,NY,SAVINGS
CUST-A7BBA380,Willie Hawkins,29,kelly23@example.com,Maxwellberg,DC,CREDIT
CUST-ACAE6515,Sheila Anderson,39,nwilliams@example.org,Melissaview,OK,CHECKING
CUST-E79F8EC5,Kim Robles,19,wallcaleb@example.net,South Brittany,NM,SAVINGS
CUST-49FF238A,Justin Barnett,38,samuelbean@example.org,Lake Stephanie,RI,SAVINGS
CUST-3053E84D,Scott Lopez,41,angela14@example.com,East Robertland,SD,CREDIT
CUST-9F79E30E,Dr. Kellie Davis,46,duncancalvin@example.com,West Michaelton,WY,CREDIT
CUST-412C05DD,Mark Warren,56,jennifer11@example.org,East Cynthia,MO,CHECKING
CUST-52033C7A,Dana Miller,51,thomas99@example.org,Loveport,UT,CREDIT
CUST-455F3526,Johnny Walker,52,pamelacannon@example.org,West Feliciamouth,ND,CREDIT
CUST-563A86D4,Rickey Williams,45,james56@example.org,Paynefort,MN,CREDIT
CUST-43564BA6,Cynthia Harvey,64,zpeters@example.com,Figueroaborough,PA,SAVINGS
CUST-9CC9ED35,Richard Garcia,60,qscott@example.com,West Jenniferberg,WV,CREDIT
CUST-9DC2A207,Dr. James Torres,62,derrick00@example.net,Lake Jonathon,CO,CHECKING
CUST-A5BC80C3,Scott Perry,19,ericsmith@example.net,Lake Kelly,MT,CREDIT
CUST-43D0DE48,Jennifer Frye,18,hbarber@example.org,Millerhaven,NM,CHECKING
CUST-95C5D541,Matthew Bradley,71,ybrown@example.com,Elizabethville,GU,CHECKING
CUST-133851C5,Stephen Horn,28,robert49@example.net,Austinchester,TX,CREDIT
CUST-82739F70,Lisa Mejia,58,brian08@example.com,West Mason,NH,CREDIT
CUST-3AB95057,Brian Reynolds,22,evansralph@example.net,Walterhaven,MP,CHECKING
CUST-DE56F011,Angela Nunez,38,zparker@example.net,Scottfurt,MA,SAVINGS
CUST-E3EB4B08,Nicholas Gonzalez,20,lchen@example.net,East Robert,NV,CREDIT
CUST-E1CE6A8B,Kenneth Lawson,74,popesharon@example.com,New Beckychester,ND,CHECKING
CUST-DF4FA7DB,Logan Wilson,22,kelly96@example.com,Lake Briannaland,CT,SAVINGS
CUST-45E18FD0,Benjamin Phillips,32,timothy26@example.net,Port Jasonstad,MI,CREDIT
CUST-929E7FFD,Daniel Armstrong,48,david20@example.org,Tuckertown,MS,CHECKING
CUST-48603377,Erika Harris,67,michaelbrown@example.org,Kaitlinmouth,HI,CHECKING
CUST-589A2A78,Jennifer Moore,42,esmith@example.com,West Jessicamouth,NY,SAVINGS
CUST-40DB586A,Debra Bradley,57,ashley82@example.org,Reillyburgh,NM,CREDIT
CUST-59BB5C68,Kelly Calderon,43,daniel81@example.com,West Matthew,MN,CREDIT
CUST-09D18FE2,Hannah Larsen,71,samanthacline@example.com,Port Barbara,VA,CREDIT
CUST-1D5C5D61,Andrew Rodriguez,30,millercrystal@example.net,Morrisside,FM,SAVINGS
CUST-1F007ECF,Melissa Green,58,josefranklin@example.org,Mercadomouth,CA,CHECKING
CUST-AADD6757,Kenneth Rivera,31,flemingkathy@example.org,Lake Kimberlystad,IA,CHECKING
CUST-18525A3C,Jose Henry,48,johnsonmelanie@example.net,South Cory,GU,CHECKING
CUST-ACABD183,Angela Davis,47,gibsonelijah@example.org,West Curtis,MD,SAVINGS
CUST-35B49E36,Karla Quinn,46,veronica84@example.org,South Brian,UT,SAVINGS
CUST-DB6E8F93,Stephen Garcia,74,danielbrennan@example.net,Wilsonberg,NH,CREDIT
CUST-ED102E69,Virginia Smith,68,mitchellkerr@example.com,Port Stephanie,NV,CHECKING
CUST-85EB8B4A,Jill Nelson,68,stoutmelissa@example.net,Port Paul,FM,SAVINGS
CUST-D50EA3DF,Elizabeth Trevino,41,smartinez@example.com,Port Brian,PR,CREDIT
CUST-DC304CC6,Michele Buchanan,59,cassidywilliams@example.com,Charlesstad,UT,CREDIT
CUST-4A786DDF,Nicholas Lynch,59,mcbrideamber@example.org,Lake Toni,VI,CREDIT
CUST-79046E0E,Kyle Lopez,52,andrea21@example.net,Chrisbury,UT,CHECKING
CUST-5F87BCE4,Todd Miller,69,hansonnathan@example.net,Jenniferland,VA,CHECKING
CUST-D242D575,Mary Waller,56,rachael81@example.com,Nicholston,NJ,CREDIT
CUST-3B3ECA02,Tanya Moore,27,dunnjose@example.net,Jillshire,AR,SAVINGS
CUST-7C12E543,Kevin Ali,31,dayjoseph@example.org,Amyshire,NY,SAVINGS
CUST-412A8852,Jessica Mcknight,79,sheri67@example.net,Port Joelport,DE,CREDIT
CUST-10FCB759,Lucas Hall,26,fgutierrez@example.net,Hunterview,WV,SAVINGS
CUST-7F6C7362,Vanessa Johnson MD,47,chamberslarry@example.org,New Tiffany,LA,CHECKING
CUST-793D44AF,Jeffrey Roman,31,john42@example.org,Port Howard,CA,CREDIT
CUST-728BEE83,Sherry Medina,20,qmurray@example.net,Kathleenland,NJ,SAVINGS
CUST-19479831,Michael Johnson DDS,61,anthonyklein@example.net,New Angeltown,MP,SAVINGS
CUST-C28FCC31,Thomas Brown,53,vpatterson@example.net,North Jason,ME,CREDIT
CUST-3B7CE17C,Charles Morris,75,zhuff@example.com,Perryview,DC,CHECKING
CUST-35D20A30,Michele Sparks,61,ariana55@example.net,North Joseburgh,MD,CHECKING
CUST-EA275C94,Amy Roberts,40,alexander26@example.org,Williamsberg,RI,CREDIT
CUST-AC66B6A8,Dustin Smith,50,chanjoseph@example.net,North Stephenside,OK,CREDIT
CUST-DC42D0FE,Morgan Lozano,68,qsmith@example.com,Jacksonside,OK,CREDIT
CUST-39EA1994,Elizabeth Ortega,76,gburton@example.net,Cassandraport,HI,CREDIT
CUST-6F340D35,Jodi Collins,76,burnsdeborah@example.org,East Pamelaport,MN,CREDIT
CUST-FA63B2C0,Victor Page,49,kingjeffrey@example.com,Kimberlyhaven,AR,CREDIT
CUST-9F9B752F,Vanessa Martinez,22,ronald49@example.org,Higginsville,MT,CREDIT
CUST-94E3C496,Kelly Richardson,35,nroberts@example.com,Rosston,PW,CREDIT
CUST-C6B9863A,Rachel Robinson,48,fleach@example.com,Lake Michael,MP,CREDIT
CUST-FCBFC9B4,Timothy Williams,19,lisanash@example.com,Carlosland,IA,SAVINGS
CUST-4A54C352,Martha Bass,40,miranda04@example.com,West Robertfort,ND,CHECKING
CUST-940FD2DC,Michelle Sullivan,40,jerry10@example.org,Lake Annaville,MO,CHECKING
CUST-B75388DF,David Green,73,simsalan@example.org,Joshualand,SC,SAVINGS
CUST-5068E191,Paula Jackson,80,watsonlaura@example.com,Gutierrezberg,WA,CHECKING
CUST-E4C0AD89,Bryce Rodriguez,53,jenniferhayes@example.com,Douglasshire,VA,CHECKING
CUST-BABACE72,Amanda Thompson,57,maryalvarado@example.com,Jacksonbury,NV,SAVINGS
CUST-A2D7FB2B,Meghan Francis,68,careybob@example.net,Wendyburgh,MO,SAVINGS
CUST-D436AA40,Regina Maynard,50,schwartzmichael@example.com,North Terri,OH,CREDIT
CUST-D90FCCAF,Alisha Stone,39,emiller@example.org,Nicoleland,SD,SAVINGS
CUST-627A4EAB,Joseph Gonzales,34,michelle63@example.com,New Lawrence,OK,SAVINGS
CUST-D8E1C394,Brittany Brown,50,levyscott@example.net,Port Jessica,AK,CREDIT
CUST-04E17889,Zachary Adams,45,davisdavid@example.net,Phillipsside,NM,CHECKING
CUST-B1741B7B,Keith Miller,56,cathybowman@example.net,Danielchester,MH,SAVINGS
CUST-B11F490C,Rebecca Sanchez,29,manuelthornton@example.org,East John,MD,CREDIT
CUST-321DEF3A,Michael Jarvis Jr.,23,derek35@example.net,Ramosland,PA,CHECKING
CUST-23D819B9,Christina Richardson,64,whitecourtney@example.net,Williamsfurt,HI,CHECKING
CUST-E3A08E37,Jennifer Hoffman,60,ricejessica@example.com,Port Jeremiah,NV,CHECKING
CUST-26A3B569,Kenneth Olsen,19,craigreyes@example.com,Robertsonville,IL,CREDIT
CUST-77F7B40A,Raymond Perez,73,franklinevelyn@example.org,Stoutborough,MP,SAVINGS
CUST-744DFA54,Rachel Chavez,57,mark99@example.org,South Jacqueline,ID,CHECKING
CUST-E6AED8E7,Emma Mccormick,72,patriciabrown@example.org,Brianstad,NE,CREDIT
CUST-E35A68FE,Benjamin Sanders,35,adam15@example.net,East Timothychester,AZ,SAVINGS
CUST-68615BBD,Chase Copeland,80,batesjesse@example.org,West Ellenport,WY,CREDIT
CUST-7CA7A11B,James Gilbert,61,cassandra30@example.org,Cindyberg,IA,SAVINGS
CUST-8D460C5D,Charles Colon,63,sharonmitchell@example.org,Charlesfurt,VT,CREDIT
CUST-86F1906F,Steven Hughes,26,davidmorgan@example.com,Walshmouth,AS,SAVINGS
CUST-7A126DB0,Donald Moon,27,amanda56@example.org,Amyport,ID,CHECKING
CUST-AA71066E,Jennifer Ramirez,60,pklein@example.net,Andrewsview,TX,CHECKING
CUST-435D2A28,Deanna Miles,34,scottgeorge@example.com,New Williamton,MO,CREDIT
CUST-FE7CF40C,John Tate,19,griffithjustin@example.net,Coopermouth,GA,CHECKING
CUST-806EB50A,Phillip Mathis,53,tracyparker@example.com,Kelleyview,OK,CREDIT
CUST-DE3918B7,Sophia Johnston,29,gcohen@example.net,West Felicia,AZ,CHECKING
CUST-15A2573A,Emily Clark,34,yhunt@example.org,Port Alexisshire,TN,CHECKING
CUST-4D823A98,Tim King,45,rchavez@example.org,North Joseph,TX,SAVINGS
CUST-A503DFF1,Stephanie Hurst,52,gonzalesgabrielle@example.net,Port Amandaberg,KY,CHECKING
CUST-2CF8B645,David Chavez,53,joseph54@example.com,Danielstad,NV,CREDIT
CUST-6B572CB0,Carlos Roberts,26,smiller@example.com,Tanyabury,MT,CHECKING
CUST-2303B5DC,Randall Thompson,55,brendaedwards@example.com,Cunninghamtown,IA,CREDIT
CUST-7CCF4C2B,James Miles,63,vmoore@example.com,Stephanietown,MS,SAVINGS
CUST-6B77D818,Diane Johnson,18,ccline@example.com,Port Michele,AZ,CHECKING
CUST-FA83636A,Kathryn Lynn,44,qpacheco@example.org,Duartebury,PA,SAVINGS
CUST-7C7E8822,Jacqueline Casey,56,juanlee@example.org,Kimport,MA,SAVINGS
CUST-8B1A8BBF,Brian Bartlett,71,dbeard@example.org,Kellyhaven,MN,CHECKING
CUST-EAC047DB,Marcus Jones,64,rshaw@example.org,Lake Benjamin,MT,CHECKING
CUST-90BA29B1,Richard Martinez,19,aboyd@example.org,Kyleburgh,NE,SAVINGS
CUST-442BC6CF,Angela Hoffman,44,dawnholt@example.com,Kristinatown,GU,SAVINGS
CUST-18B2B84B,Lynn Beck,76,adam15@example.net,Markhaven,ID,CHECKING
CUST-9AFCCB5E,Maria Thornton,55,warren63@example.net,South Joshua,NH,CHECKING
CUST-D938D1EE,Debbie White,72,ecohen@example.org,West Tina,IN,SAVINGS
CUST-0F11F521,David Gray,51,jeffrey14@example.org,Smithberg,VI,CHECKING
CUST-EE8B9D32,Natasha Callahan,75,simmonsnicole@example.org,Port Courtney,ID,CHECKING
CUST-02C02323,Brendan Wagner,40,karen16@example.org,Port George,VT,CREDIT
CUST-FE63C957,Jeffrey Smith,58,christophermcgee@example.com,Michaelmouth,NM,CHECKING
CUST-AA59478D,Jessica Pugh,68,byoung@example.net,West Bruce,KS,SAVINGS
CUST-84207149,Brittney Wilson,76,vsnyder@example.com,New Christopher,AS,SAVINGS
CUST-E938573E,Emily Owens,36,vlee@example.net,New Scottmouth,NV,CREDIT
CUST-C8A5C8AE,Meagan Curry,68,shill@example.com,Lake Andrew,PW,CREDIT
CUST-894D050E,William Bradley,60,kathrynduran@example.org,Millerborough,MI,CHECKING
CUST-382DAF00,Tony Miller,32,xriggs@example.net,Davidmouth,SD,CREDIT
